Country Name,Country Code,Indicator Name,Indicator Code,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Brazil,BRA,"Internally displaced persons, total displaced by conflict and violence (number of people)",VC.IDP.TOCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21000,5600,16000
Brazil,BRA,Voice and Accountability: Standard Error,VA.STD.ERR,,,,,,,,0.196296215,,0.204596475,,0.19272086,,0.161941558,0.163783163,0.158287629,0.156367287,0.126312137,0.126994848,0.127276048,0.113063045,0.112328812,0.111646034,0.112898909,0.110258654,0.126924857,0.128841251,0.125336051,0.123499498,0.125306606,0.11958275,0.125312492,0.12700136,0.125230402,0.122962452
Brazil,BRA,Voice and Accountability: Number of Sources,VA.NO.SRC,,,,,,,,8,,8,,9,,11,11,12,13,17,17,17,18,18,19,18,18,15,15,15,16,16,15,14,13,13,13
Brazil,BRA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,12.62783569,12.76152696,14.75878205,12.59014687,11.14090814,11.88722129,11.9698618,12.37116887,14.48589962,16.00016428,14.31188922,14.74424183,14.06680521,11.35009427,9.0015542,9.11134628,9.84914935
Brazil,BRA,Export value index (2015 = 100),TX.VAL.MRCH.XD.WD,18.41896936,16.82856502,16.93924191,19.17452928,20.65404245,23.32737672,24.89865811,25.56274654,28.37221963,27.37940636,25.70521181,29.50969324,31.20562431,32.35782096,39.19171057,51.75960008,63.45834968,73.6585376,85.56289154,104.8089495,81.26660259,107.3089237,135.8084972,128.4663843,124.5001197,118.2784299,100,96.11514385,115.1008661,124.1495876,118.3874181,111.991436,150.3432042,,
Brazil,BRA,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,1.717582185,1.901475694,1.936631638,2.096010285,1.728922114,2.059071541,1.817522882,1.86598386,1.691820414,1.804524553,1.5537985,1.403925895,2.090924781,2.561683601,2.570233002,2.729738625,3.349760503,3.541671083,3.636227509,3.534020268,3.721858853,2.477111913,2.640116733,2.721296861,2.544391258,2.210528568,2.167152686,2.049982747,2.072650346,1.613325992,1.612888621,1.804569575,,,
Brazil,BRA,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),TX.VAL.MRCH.R2.ZS,0.706072808,0.553501679,0.47773309,0.73436553,1.251755531,0.829981607,1.861355076,1.745866361,2.217173641,2.198734308,2.14034946,1.373146854,2.372160974,2.697330552,2.892469185,2.711730529,3.492291818,3.549892755,3.291503521,3.411368433,2.71481657,2.996517363,2.706665321,2.464450791,2.258866126,2.747689993,2.29897957,2.383726859,2.411245704,2.120103597,2.040333401,2.397656894,,,
Brazil,BRA,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,34383000000,31414000000,31620000000,35793000000,38555000000,43545000000,46506000000,47747000000,52994000000,51140000000,48013000000,55119000000,58287000000,60439000000,73203000000,96678000000,1.18529E+11,1.37581E+11,1.59816E+11,1.95765E+11,1.51792E+11,2.00434E+11,2.53666E+11,2.39953E+11,2.32544E+11,2.20923E+11,1.86782E+11,1.79526E+11,2.14988E+11,2.3189E+11,2.21127E+11,2.0918E+11,2.80815E+11,3.34136E+11,3.39696E+11
Brazil,BRA,Insurance and financial services (% of commercial service exports),TX.VAL.INSF.ZS.WT,1.954397394,3.103076093,1.835985312,2.873563218,10.51825377,3.155490969,16.8692756,7.78850373,12.86841714,10.88119346,7.855478685,8.756254101,6.244706358,7.494231967,5.590162266,4.98399069,4.725702647,6.633201555,7.971260884,7.837302844,8.194180569,7.413665483,8.603481118,8.231526904,8.941217454,4.781026979,5.260330725,4.711268918,4.211556734,3.944057552,6.12367408,5.243894469,5.953816211,5.861483096,5.002761784
Brazil,BRA,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,3.514469083,3.442709883,3.392559369,3.292478067,3.058173702,3.390181138,5.190341355,3.716305924,3.578962632,3.763963415,4.55053273,4.820086118,4.163495836,3.981769709,4.547900045,4.046788884,3.897915734,3.763570987,3.842906092,3.608609123,3.823364751,3.882939803,3.565907123,3.842069634,3.679592076,4.099104689,4.809224662,4.959097001,4.73548584,5.425975563,5.761629517,5.662895667,4.781218356,4.717814666,4.167996801
Brazil,BRA,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,69.16289472,61.87847794,73.48557564,76.33625776,81.27729554,94.01718913,102.7946928,100.8910873,106.5624798,106.4345537,96.07118921,93.13023447,92.921016,91.64124541,90.56915483,92.09341138,92.85664725,97.81784583,101.3616681,104.9517819,101.6776972,118.5256739,127.2950096,120.3896497,117.1227603,113.1889184,100,102.3710937,108.2356937,106.8817981,107.0374944,107.6735522,123.230962,,
Brazil,BRA,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,26.88531029,30.4916085,29.19605078,27.75003783,28.12363478,31.699878,20.6063369,26.95238876,22.40366344,26.9648102,33.14600326,35.44482354,40.23442055,41.58228713,45.58710617,40.24309344,43.66088701,43.1970233,40.78717748,40.24243576,45.72008838,47.08961177,46.0193657,48.83136933,47.76915468,51.34958275,57.58090141,59.18901516,52.8193138,51.65333439,51.85592605,63.57433102,52.95793859,47.38051763,52.90584039
Brazil,BRA,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",TM.VAL.MRCH.RS.ZS,3.923835999,4.033314111,5.793268991,4.075913052,4.569088183,2.760118539,3.855068926,3.786425203,3.77542598,2.64032855,3.073917986,3.759471613,3.117998826,2.667027421,2.385653225,1.711120643,1.548557056,1.008850712,0.482317115,0.487776171,0.612370975,0.938689066,1.141294484,0.902513356,1.101492599,1.022632391,0.858623241,0.508322516,0.376583861,3.115393354,4.00614364,7.992256801,,,
Brazil,BRA,Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),TM.VAL.MRCH.R3.ZS,10.90171592,10.72029735,10.78190749,12.47335932,13.27105584,14.29225972,14.92994112,16.47356154,16.69484178,16.91953637,14.31703275,15.54309045,14.22330407,13.75602001,13.67523904,12.74306643,12.54139624,13.48351701,13.24188483,12.7373809,13.70817195,13.03871881,12.84616904,13.57340251,13.02711605,12.45575983,12.139739,12.8855492,12.89564776,12.59845758,11.6301385,9.960110849,,,
Brazil,BRA,Merchandise imports from high-income economies (% of total merchandise imports),TM.VAL.MRCH.HI.ZS,70.76263343,71.5969376,73.48869708,75.38558012,74.49110819,74.04634972,72.46180947,69.41033595,69.84280726,72.14345254,72.76605398,68.55212076,70.15751181,68.79427474,66.45395442,63.30493468,62.62491736,60.50695501,57.75803386,56.92705965,58.73612916,57.3934646,55.34479463,55.22811894,54.67104433,53.67931131,54.97854164,58.43474279,55.60250668,52.11901257,51.69362599,49.05026245,,,
